sample_id,profile_id,time_s,altitude_m,air_density_kg_m3,ambient_temp_c,cooling_air_speed_mps,speed_rpm,torque_nm,voltage_v,current_a,winding_temp_c,output_power_w,input_power_w,copper_loss_w,iron_loss_w,mechanical_loss_w,total_loss_w,thermal_resistance_k_per_w,thermal_time_constant_s,steady_state_temp_c,temperature_margin_c,is_overheated,mission_segment
415,4,270.0,12288.2,0.28859,-58.0,26.498,5896.8,19.94897,542.352,25.6908,47.975,12318.7,13933.45,52.855,93.482,135.547,1014.96,0.184553,733.712,129.314,17.025,0,payload
416,4,275.0,12303.3,0.28808,-58.0,28.672,5298.7,17.3305,270.535,39.966,50.678,9616.319,10812.192,128.159,76.353,138.554,812.11,0.177416,734.821,86.081,14.322,0,payload
417,4,280.0,12482.3,0.28208,-58.0,28.588,5895.1,19.76902,265.292,52.1934,50.319,12204.064,13846.477,218.765,92.483,143.893,1108.141,0.177676,748.116,138.89,14.681,0,payload
418,4,285.0,12132.6,0.29393,-58.0,27.98,5836.0,18.4344,351.868,36.2461,50.06,11266.07,12753.845,105.724,90.253,140.871,969.858,0.179597,722.394,116.183,14.94,0,payload
419,4,290.0,12233.7,0.29045,-58.0,25.783,5521.8,17.77531,537.478,21.2894,50.597,10278.38,11442.59,36.532,81.36,129.047,751.438,0.187094,729.726,82.59,14.403,0,payload
420,4,295.0,12223.1,0.29081,-58.0,28.269,5950.5,19.4953,266.448,51.0958,52.164,12148.115,13614.35,210.594,93.975,143.174,1007.914,0.178676,728.954,122.09,12.836,0,payload
421,4,300.0,12175.9,0.29243,-58.0,30.397,5587.0,17.41048,347.547,32.5165,49.425,10186.368,11301.014,85.432,83.104,148.122,755.551,0.172308,725.524,72.188,15.575,0,payload
422,4,305.0,12134.6,0.29386,-58.0,29.816,5779.9,19.22646,351.628,37.4665,53.302,11637.102,13174.262,113.479,89.339,147.659,1003.153,0.17398,722.543,116.529,11.698,0,payload
423,4,310.0,12117.7,0.29444,-58.0,27.761,5396.1,16.28098,265.331,38.1079,51.69,9199.966,10111.179,117.581,77.421,135.794,650.026,0.180304,721.322,59.202,13.31,0,payload
424,4,315.0,12239.1,0.29027,-58.0,26.084,5432.0,18.78606,543.841,22.1245,50.607,10686.163,12032.189,39.64,79.856,129.418,852.325,0.186009,730.115,100.54,14.393,0,payload
425,4,320.0,12036.9,0.29725,-58.0,28.154,5518.8,16.65893,348.857,30.5245,50.789,9627.691,10648.662,75.541,81.273,138.506,694.427,0.179041,715.543,66.331,14.211,0,payload
426,4,325.0,12172.3,0.29256,-58.0,27.073,5497.1,17.05512,539.06,20.1466,50.965,9817.805,10860.226,32.918,80.174,133.977,684.513,0.182581,725.266,66.979,14.035,0,payload
427,4,330.0,12043.1,0.29704,-58.0,31.444,5408.7,17.59415,270.151,41.2171,53.97,9965.234,11134.84,137.828,78.566,150.641,808.449,0.169416,715.985,78.965,11.03,0,payload
428,4,335.0,12073.9,0.29596,-58.0,27.823,5658.3,17.86132,353.052,33.3664,53.504,10583.547,11780.09,90.382,84.783,138.504,799.25,0.180105,718.185,85.949,11.496,0,payload
429,4,340.0,12206.1,0.2914,-58.0,28.2,5679.1,17.65856,351.489,33.427,51.379,10501.868,11749.24,90.783,85.602,140.216,828.525,0.178894,727.718,90.218,13.621,0,payload
430,4,345.0,11938.5,0.30072,-58.0,27.64,5350.8,17.25432,538.563,19.8858,54.354,9668.256,10709.777,32.157,76.465,134.898,682.421,0.180698,708.571,65.312,10.646,0,payload
431,4,350.0,12074.6,0.29594,-58.0,27.39,4880.9,15.69897,347.993,25.3428,51.718,8024.149,8819.118,52.243,64.435,129.81,548.153,0.181521,718.232,41.501,13.282,0,payload
432,4,355.0,11967.5,0.29969,-58.0,27.379,5028.3,16.48521,349.748,27.137,53.389,8680.541,9491.108,59.886,69.338,131.009,562.916,0.181557,710.617,44.201,11.611,0,payload
433,4,360.0,11932.1,0.30094,-58.0,26.861,5558.8,17.50401,350.971,31.8667,54.667,10189.401,11184.29,82.562,81.859,133.71,681.348,0.1833,708.119,66.891,10.333,0,payload
434,4,365.0,11933.7,0.30089,-58.0,30.23,4855.3,15.31206,542.097,15.6468,54.526,7785.412,8482.099,19.911,64.196,140.96,484.458,0.172783,708.231,25.706,10.474,0,payload
435,4,370.0,11891.3,0.30239,-58.0,28.877,5127.9,16.31213,352.978,27.7464,53.333,8759.484,9793.88,62.571,71.122,137.859,691.116,0.176786,705.258,64.18,11.667,0,payload
436,4,375.0,11917.8,0.30145,-58.0,27.925,5140.3,16.45904,348.933,27.9598,51.183,8859.68,9756.117,63.555,71.502,134.16,614.188,0.179773,707.113,52.415,13.817,0,payload
437,4,380.0,11940.5,0.30065,-58.0,27.361,5308.6,16.78623,268.485,37.9358,52.768,9331.665,10185.197,116.995,75.61,133.397,616.144,0.181618,708.71,53.903,12.232,0,payload
438,4,385.0,11847.6,0.30395,-58.0,28.957,4799.3,15.69353,350.702,24.8875,52.605,7887.263,8728.092,50.355,62.893,135.404,574.349,0.176543,702.202,43.397,12.395,0,payload
439,4,390.0,11901.4,0.30203,-58.0,29.716,4910.6,15.15354,273.291,30.7943,52.561,7792.511,8415.823,77.075,64.903,139.362,469.425,0.174271,705.965,23.807,12.439,0,payload
440,4,395.0,11584.6,0.3135,-58.0,28.523,5558.4,16.7497,271.358,39.745,53.523,9749.57,10785.141,128.301,81.872,140.353,727.301,0.17788,684.162,71.372,11.477,0,payload
441,4,400.0,11861.2,0.30346,-58.0,29.113,5084.8,16.66499,270.375,36.1828,52.209,8873.754,9782.912,106.382,69.531,138.43,641.492,0.176067,703.153,54.945,12.791,0,payload
442,4,405.0,11723.4,0.30842,-58.0,28.184,5402.8,17.11426,350.0,30.9446,53.386,9682.939,10830.612,77.814,78.346,137.549,763.389,0.178946,693.615,78.605,11.614,0,payload
443,4,410.0,11746.7,0.30758,-58.0,27.336,5288.0,16.3033,270.724,36.4305,53.059,9028.023,9862.595,107.918,74.728,133.111,601.105,0.181701,695.218,51.222,11.941,0,payload
444,4,415.0,11648.2,0.31116,-58.0,28.812,5229.9,16.57898,347.407,28.5694,52.135,9079.914,9925.222,66.366,73.712,138.498,590.278,0.176985,688.473,46.47,12.865,0,payload
445,4,420.0,11757.1,0.3072,-58.0,26.996,5179.8,15.83871,350.446,26.9387,56.367,8591.416,9440.548,58.996,72.134,130.792,584.888,0.18284,695.931,48.941,8.633,0,payload
446,4,425.0,11732.6,0.30809,-58.0,27.549,5203.9,16.1725,349.007,27.9382,51.726,8813.257,9750.637,63.449,73.262,133.215,637.026,0.180996,694.248,57.299,13.274,0,payload
447,4,430.0,11594.2,0.31315,-58.0,30.155,4998.9,16.03947,536.706,17.4963,53.009,8396.426,9390.357,24.886,68.105,141.862,652.347,0.172998,684.808,54.855,11.991,0,payload
448,4,435.0,11693.8,0.3095,-58.0,29.228,5574.1,18.00165,266.222,44.3853,53.088,10507.826,11816.312,160.165,82.664,143.323,893.436,0.17572,691.586,98.995,11.912,0,payload
449,4,440.0,11711.7,0.30885,-58.0,30.338,5595.6,17.56554,269.989,42.2286,52.451,10292.796,11401.233,145.145,83.184,147.965,778.972,0.172477,692.814,76.355,12.549,0,payload
450,4,445.0,11756.3,0.30723,-58.0,28.114,5078.3,16.85859,267.478,37.4271,52.214,8965.305,10010.933,114.079,70.611,134.377,718.675,0.179169,695.875,70.764,12.786,0,payload
451,4,450.0,11747.5,0.30755,-58.0,30.051,5443.2,17.43481,272.356,40.4158,54.759,9938.103,11007.483,133.083,79.35,145.388,749.179,0.173299,695.269,71.832,10.241,0,payload
452,4,455.0,11772.2,0.30666,-58.0,25.33,5074.9,17.09071,349.583,28.9953,55.424,9082.738,10136.253,68.528,70.687,123.21,697.524,0.18876,696.974,73.665,9.576,0,payload
453,4,460.0,11744.5,0.30766,-58.0,27.498,5673.2,17.94763,270.761,44.3303,55.447,10662.614,12002.932,160.262,85.831,137.35,909.723,0.181164,695.066,106.809,9.553,0,payload
454,4,465.0,11802.4,0.30557,-58.0,28.643,5798.1,18.04108,537.45,22.8246,54.501,10954.013,12267.107,42.541,89.513,143.147,846.042,0.177506,699.062,92.178,10.499,0,payload
455,4,470.0,11849.0,0.3039,-58.0,28.56,5458.7,17.51207,347.855,32.1363,54.71,10010.416,11178.785,84.409,79.795,139.566,779.3,0.177765,702.298,80.532,10.29,0,payload
456,4,475.0,11688.8,0.30968,-58.0,28.22,5863.5,18.78328,538.796,23.7574,55.274,11533.305,12800.379,46.16,91.658,142.102,822.855,0.178833,691.242,89.153,9.726,0,payload
457,4,480.0,11759.3,0.30712,-58.0,24.536,5669.3,17.31449,540.23,21.263,55.663,10279.329,11486.885,37.008,85.192,125.462,775.603,0.191789,696.083,90.752,9.337,0,payload
458,4,485.0,11783.6,0.30625,-58.0,28.73,5800.5,19.23611,541.389,24.3217,56.131,11684.593,13167.508,48.463,90.436,143.518,942.691,0.177238,697.763,109.081,8.869,0,payload
459,4,490.0,11911.7,0.30166,-58.0,29.941,6012.5,19.7756,351.581,40.2523,55.691,12451.365,14151.972,132.917,95.827,150.493,1105.99,0.173616,706.69,134.017,9.309,0,payload
460,4,495.0,11692.5,0.30955,-58.0,28.853,5690.9,19.23187,542.502,23.8382,56.943,11461.204,12932.298,46.706,87.086,142.942,933.632,0.176858,691.496,107.121,8.057,0,payload
461,4,500.0,11875.7,0.30294,-58.0,27.425,5790.0,19.24661,271.632,48.1928,57.724,11669.801,13090.683,191.13,89.327,138.196,969.879,0.181405,704.167,117.941,7.276,0,payload
462,4,505.0,11792.3,0.30593,-58.0,29.229,5833.4,19.90242,272.241,50.735,59.492,12157.82,13812.158,212.141,91.963,145.841,1112.361,0.175717,698.364,137.461,5.508,0,payload
463,4,510.0,12009.3,0.29822,-58.0,27.707,5708.0,20.26553,272.357,51.0411,57.378,12113.555,13901.4,215.129,88.363,138.524,1182.222,0.180478,713.58,155.366,7.622,0,payload
464,4,515.0,11910.6,0.3017,-58.0,26.382,6066.2,19.39043,346.712,40.4218,59.524,12317.764,14014.724,135.239,97.946,136.806,1099.824,0.184957,706.611,145.42,5.476,0,payload
465,4,520.0,11851.7,0.3038,-58.0,26.866,5841.2,19.86603,538.647,25.3945,59.91,12151.939,13678.661,53.488,91.151,136.468,966.195,0.183282,702.488,119.086,5.09,0,payload
466,4,525.0,12007.2,0.2983,-58.0,28.319,5742.2,19.43428,272.067,49.3218,60.329,11686.209,13418.833,202.061,89.64,141.301,1147.794,0.17852,713.429,146.905,4.671,0,payload
467,4,530.0,11910.4,0.30171,-58.0,28.07,5905.9,19.57315,352.023,39.2885,62.423,12105.358,13830.483,128.48,93.284,141.93,1112.481,0.179308,706.594,141.476,2.577,0,payload
468,4,535.0,11890.3,0.30243,-58.0,29.446,5925.3,19.72845,269.982,51.1127,60.516,12241.339,13799.527,217.874,93.317,147.627,1063.472,0.175069,705.184,128.181,4.484,0,payload
469,4,540.0,12037.5,0.29723,-58.0,27.727,6103.5,19.94066,268.697,54.5787,62.625,12745.181,14665.151,248.825,99.056,142.571,1276.687,0.180416,715.582,172.335,2.375,0,payload
470,4,545.0,12072.0,0.29603,-58.0,27.356,5989.4,19.94966,348.585,40.5799,62.964,12512.634,14145.57,137.913,95.107,139.915,1065.935,0.181635,718.043,135.611,2.036,0,payload
471,4,550.0,12071.0,0.29606,-58.0,28.886,6092.9,20.49288,541.107,27.0591,61.845,13075.338,14641.877,61.427,98.311,147.099,999.673,0.176758,717.976,118.7,3.155,0,payload
472,4,555.0,12137.4,0.29376,-58.0,28.625,6080.0,18.46147,269.529,49.2806,63.346,11754.402,13282.531,204.01,97.558,145.923,1041.842,0.177561,722.744,126.991,1.654,0,payload
473,4,560.0,11812.5,0.30521,-58.0,27.517,5953.0,19.4122,538.197,25.4846,62.469,12101.457,13715.722,54.638,94.333,140.192,1017.969,0.181101,699.766,126.355,2.531,0,payload
474,4,565.0,12196.1,0.29174,-58.0,28.035,5791.0,18.89115,541.204,24.0644,62.936,11456.237,13023.738,48.792,89.945,140.644,987.847,0.179422,726.992,119.241,2.064,0,payload
475,4,570.0,12199.8,0.29161,-58.0,28.741,5659.1,18.59137,352.058,34.9632,65.04,11017.542,12309.07,103.127,86.119,142.187,859.485,0.177202,727.257,94.303,-0.04,1,payload
476,4,575.0,12096.3,0.29518,-58.0,26.578,6033.5,19.54669,351.197,40.5775,64.518,12350.201,14250.708,139.003,96.674,137.255,1213.098,0.184274,719.788,165.542,0.482,0,payload
477,4,580.0,11954.2,0.30016,-58.0,27.485,5396.1,16.69793,543.744,19.3976,66.36,9435.584,10547.324,31.839,78.534,134.691,721.736,0.181207,709.677,72.783,-1.36,1,payload
478,4,585.0,12227.3,0.29067,-58.0,26.694,5786.0,19.3245,350.164,37.7621,66.784,11708.784,13222.946,120.687,89.02,135.231,988.011,0.183873,729.257,123.669,-1.784,1,payload
479,4,590.0,12204.8,0.29144,-58.0,27.734,5613.9,18.72072,538.145,23.2327,66.266,11005.684,12502.587,45.743,85.288,137.726,944.238,0.180391,727.623,112.332,-1.266,1,payload
480,4,595.0,12237.3,0.29033,-58.0,30.022,5839.5,18.81237,538.085,24.0734,66.057,11503.879,12953.546,49.166,91.092,149.072,927.515,0.173382,729.986,102.815,-1.057,1,payload
481,5,0.0,15591.8,0.19566,-58.0,22.677,4522.8,12.49243,539.378,12.4465,37.117,5916.774,6713.356,11.906,54.705,108.097,516.739,0.199492,1029.972,45.085,27.883,0,descent
482,5,5.0,15513.0,0.19748,-58.0,23.937,4227.1,13.83151,538.048,12.508,37.235,6122.613,6729.892,12.025,49.198,110.934,411.475,0.194175,1021.485,21.898,27.765,0,descent
483,5,10.0,15700.2,0.19318,-58.0,25.814,4182.3,13.27755,272.486,23.7383,37.598,5815.153,6468.347,43.302,48.137,118.125,453.561,0.18698,1041.783,26.807,27.402,0,descent
484,5,15.0,15677.9,0.19369,-58.0,24.703,3959.6,12.29195,350.494,16.3805,38.897,5096.803,5741.278,20.615,42.838,112.139,433.478,0.191138,1039.343,24.854,26.103,0,descent
485,5,20.0,15615.4,0.19512,-58.0,25.19,3773.0,11.03375,272.404,17.9385,37.889,4359.489,4886.522,24.718,39.24,112.86,369.436,0.189282,1032.528,11.928,27.111,0,descent
486,5,25.0,15734.8,0.19239,-58.0,26.496,4361.0,13.49767,270.378,25.3211,36.53,6164.225,6846.274,49.228,51.893,122.149,475.598,0.184559,1045.583,29.776,28.47,0,descent
487,5,30.0,15697.6,0.19324,-58.0,22.788,4590.9,13.37415,545.717,12.9643,35.02,6429.754,7074.833,12.903,55.94,109.069,434.853,0.199006,1041.5,28.539,29.98,0,descent
488,5,35.0,15849.1,0.18982,-58.0,25.723,4318.2,12.53655,347.566,18.3424,36.284,5669.069,6375.205,25.825,50.099,118.74,475.974,0.187312,1058.251,31.156,28.716,0,descent
489,5,40.0,15851.5,0.18977,-58.0,22.587,4342.3,12.69642,353.172,18.4538,38.597,5773.409,6517.377,26.137,50.191,106.377,491.399,0.19989,1058.518,40.226,26.403,0,descent
490,5,45.0,16028.6,0.18586,-58.0,21.961,3698.4,11.21422,539.644,9.0738,35.46,4343.252,4896.643,6.32,37.953,99.469,369.049,0.202723,1078.483,16.815,29.54,0,descent
491,5,50.0,15964.5,0.18726,-58.0,28.55,4321.9,12.45967,348.492,17.9009,36.544,5639.047,6238.327,24.587,50.27,130.076,421.824,0.177796,1071.205,16.998,28.456,0,descent
492,5,55.0,15793.3,0.19107,-58.0,22.239,4114.0,10.88495,271.149,19.7316,36.045,4689.396,5350.218,29.863,45.488,103.343,443.864,0.201448,1052.042,31.416,28.955,0,descent
493,5,60.0,15741.7,0.19224,-58.0,24.132,4258.1,12.36312,268.147,23.756,38.661,5512.837,6370.101,43.283,49.004,111.94,563.398,0.193386,1046.337,50.953,26.339,0,descent
494,5,65.0,15857.6,0.18963,-58.0,20.631,4205.4,11.95822,537.528,11.0761,37.725,5266.242,5953.692,9.411,47.669,97.555,447.683,0.209154,1059.194,35.635,27.275,0,descent
495,5,70.0,15972.8,0.18708,-58.0,23.047,4654.3,14.7497,349.4,22.9009,37.551,7188.911,8001.584,40.232,58.748,110.601,541.281,0.197886,1072.154,49.112,27.449,0,descent
496,5,75.0,15891.5,0.18888,-58.0,22.073,4220.9,12.03763,540.759,11.1114,34.927,5320.834,6008.575,9.473,47.381,103.436,450.388,0.202206,1062.994,33.071,30.073,0,descent
497,5,80.0,16022.0,0.186,-58.0,23.554,4780.7,13.77389,270.167,28.5286,38.136,6895.711,7707.484,62.444,60.944,113.645,553.14,0.195744,1077.731,50.274,26.864,0,descent
498,5,85.0,16058.5,0.1852,-58.0,22.878,4552.7,13.6979,272.092,26.6393,37.03,6530.632,7248.351,54.46,56.224,109.131,493.662,0.198615,1081.898,40.049,27.97,0,descent
499,5,90.0,16110.9,0.18407,-58.0,23.194,4533.5,13.58585,349.836,20.097,35.162,6449.825,7030.669,30.997,55.292,110.244,407.904,0.19726,1087.904,22.463,29.838,0,descent
500,5,95.0,15939.1,0.18782,-58.0,22.924,4214.4,12.93845,272.875,23.472,38.02,5710.185,6404.92,42.271,48.202,106.792,470.874,0.198418,1068.34,35.43,26.98,0,descent
501,5,100.0,15996.0,0.18657,-58.0,22.503,4667.6,13.30325,268.319,27.2378,37.877,6502.498,7308.42,56.922,57.976,108.531,543.8,0.200263,1074.774,50.903,27.123,0,descent
502,5,105.0,15850.5,0.18979,-58.0,25.434,4337.9,14.04331,542.501,12.8761,38.118,6379.432,6985.31,12.724,51.739,117.731,415.22,0.188372,1058.399,20.216,26.882,0,descent
503,5,110.0,15930.2,0.18802,-58.0,27.279,4567.2,12.97569,351.033,19.7178,34.873,6205.907,6921.618,29.829,55.872,126.848,489.287,0.181889,1067.337,30.996,30.127,0,descent
504,5,115.0,15885.3,0.18902,-58.0,25.631,4488.8,14.95776,353.325,21.9421,35.569,7031.151,7752.697,36.934,55.252,119.652,492.177,0.187646,1062.3,34.355,29.431,0,descent
505,5,120.0,16058.3,0.18521,-58.0,21.853,4744.4,15.22669,349.725,23.7872,37.672,7565.067,8318.976,43.405,61.496,106.545,509.801,0.20322,1081.879,45.602,27.328,0,descent
506,5,125.0,16101.5,0.18427,-58.0,24.373,4798.1,14.30392,538.422,15.2026,35.977,7187.058,8185.427,17.732,61.832,117.059,637.583,0.19243,1086.827,64.69,29.023,0,descent
507,5,130.0,16023.3,0.18597,-58.0,22.756,4934.8,15.44949,538.108,16.3886,36.33,7983.866,8818.849,20.616,65.81,111.722,548.408,0.199149,1077.879,51.215,28.67,0,descent
508,5,135.0,16009.7,0.18627,-58.0,25.905,5241.0,15.63216,267.219,35.3899,38.55,8579.495,9456.848,96.159,72.686,126.968,615.66,0.186652,1076.338,56.914,26.45,0,descent
509,5,140.0,16098.6,0.18433,-58.0,22.909,5167.5,16.13286,349.196,27.1604,36.84,8730.171,9484.292,56.656,70.848,114.334,523.594,0.198481,1086.492,45.924,28.16,0,descent
510,5,145.0,16047.6,0.18544,-58.0,24.336,5051.5,14.61904,274.473,30.6882,38.166,7733.322,8423.096,72.341,68.684,119.035,496.403,0.192573,1080.655,37.594,26.834,0,descent
511,5,150.0,16069.5,0.18496,-58.0,23.559,4890.9,14.34533,351.797,22.6031,34.57,7347.265,7951.712,39.245,64.231,114.567,430.565,0.195726,1083.159,26.273,30.43,0,descent
512,5,155.0,16033.8,0.18574,-58.0,24.821,4614.8,14.99472,270.071,29.1939,35.859,7246.294,7884.449,65.456,58.571,117.387,459.621,0.190683,1079.079,29.642,29.141,0,descent
513,5,160.0,15982.3,0.18687,-58.0,23.561,5185.4,15.50016,269.526,34.5168,36.017,8416.876,9303.172,91.489,72.167,117.099,613.803,0.195716,1073.222,62.131,28.983,0,descent
514,5,165.0,16056.9,0.18524,-58.0,23.812,4958.4,14.57055,540.285,15.106,36.683,7565.642,8161.555,17.53,65.962,116.147,417.59,0.194681,1081.716,23.297,28.317,0,descent
515,5,170.0,16088.7,0.18455,-58.0,24.663,5276.8,16.79462,535.499,19.0406,37.843,9280.374,10196.235,27.845,74.889,122.319,604.998,0.191294,1085.358,57.732,27.157,0,descent
516,5,175.0,16079.3,0.18475,-58.0,23.154,5085.3,16.10946,270.212,34.858,37.078,8578.803,9419.041,93.357,69.815,114.597,587.127,0.197429,1084.277,57.916,27.922,0,descent
517,5,180.0,16088.9,0.18454,-58.0,21.18,4783.1,15.39412,542.294,15.8318,37.65,7710.632,8585.515,19.264,62.469,104.166,564.84,0.206424,1085.381,58.597,27.35,0,descent
518,5,185.0,16168.2,0.18283,-58.0,25.818,5163.6,16.45404,536.599,18.2009,37.031,8897.14,9766.57,25.47,72.006,125.937,578.722,0.186964,1094.519,50.2,27.969,0,descent
519,5,190.0,15985.9,0.18679,-58.0,25.018,5088.2,15.93714,270.5,34.8636,37.529,8491.843,9430.592,93.473,69.372,122.077,644.527,0.189933,1073.635,64.417,27.471,0,descent
520,5,195.0,16137.9,0.18348,-58.0,24.104,5150.6,15.51335,356.17,26.0902,36.638,8367.464,9292.543,52.372,70.63,118.964,617.678,0.193501,1091.024,61.521,28.362,0,descent
521,5,200.0,15919.0,0.18827,-58.0,26.058,5332.7,17.53778,348.637,30.4587,39.61,9793.747,10619.012,71.406,76.403,128.405,578.192,0.186102,1066.075,49.603,25.39,0,descent
522,5,205.0,16074.0,0.18487,-58.0,22.867,4954.4,15.9066,351.647,25.8688,38.894,8252.674,9096.668,51.518,66.453,112.33,567.832,0.198666,1083.674,54.809,26.106,0,descent
523,5,210.0,16154.5,0.18312,-58.0,22.492,4887.6,14.61001,352.918,23.3972,36.923,7477.871,8257.297,42.156,64.375,110.274,526.246,0.200313,1092.943,47.414,28.077,0,descent
524,5,215.0,15822.8,0.19041,-58.0,22.867,4972.2,16.66424,268.968,36.2193,37.963,8676.809,9741.839,101.036,67.287,112.484,712.13,0.198662,1055.316,83.473,27.037,0,descent
525,5,220.0,15852.7,0.18974,-58.0,22.301,5049.8,14.72052,270.82,31.7086,37.899,7784.401,8587.314,77.498,68.325,110.878,557.118,0.201171,1058.649,54.076,27.101,0,descent
526,5,225.0,15937.5,0.18786,-58.0,23.52,5135.3,15.79639,538.965,17.4984,36.094,8494.791,9431.042,23.608,70.178,116.497,609.565,0.195885,1068.165,61.405,28.906,0,descent
527,5,230.0,15858.1,0.18962,-58.0,23.071,4544.4,12.86549,350.276,19.2817,37.307,6122.519,6753.899,28.676,55.934,109.837,434.76,0.197785,1059.252,27.989,27.693,0,descent
528,5,235.0,15794.8,0.19104,-58.0,24.301,4306.8,15.37514,269.304,28.5423,38.45,6934.266,7686.572,62.825,51.817,112.968,516.193,0.192715,1052.21,41.478,26.55,0,descent
529,5,240.0,15898.2,0.18873,-58.0,24.904,4605.2,14.84533,349.071,22.5382,38.569,7159.234,7867.43,39.176,57.741,117.641,486.059,0.190367,1063.738,34.53,26.431,0,descent
530,5,245.0,15889.2,0.18893,-58.0,25.88,4249.2,14.2722,352.526,20.0334,37.762,6350.716,7062.312,30.95,50.266,118.866,481.415,0.186743,1062.737,31.901,27.238,0,descent
531,5,250.0,15869.1,0.18938,-58.0,24.331,5058.8,15.57647,272.427,32.9802,36.95,8251.772,8984.695,83.871,68.806,119.077,525.397,0.192594,1060.487,43.188,28.05,0,descent
532,5,255.0,15809.0,0.19072,-58.0,24.874,4491.8,14.58358,350.629,21.7458,38.477,6859.826,7624.73,36.467,54.995,116.645,514.345,0.190481,1053.785,39.973,26.523,0,descent
533,5,260.0,15783.0,0.19131,-58.0,22.324,4780.1,14.60278,348.604,23.3002,38.911,7309.73,8122.536,41.867,61.121,108.718,542.311,0.201066,1050.898,51.04,26.089,0,descent
534,5,265.0,15708.6,0.19299,-58.0,23.433,4962.3,14.21979,267.444,30.0153,39.236,7389.367,8027.422,69.492,65.218,114.662,463.148,0.196251,1042.705,32.893,25.764,0,descent
535,5,270.0,15781.2,0.19135,-58.0,27.694,4443.7,12.58021,351.085,18.9502,37.651,5854.051,6653.154,27.697,52.645,127.558,533.062,0.180524,1050.705,38.23,27.349,0,descent
536,5,275.0,15726.1,0.19259,-58.0,25.051,4663.1,13.17675,269.475,26.1969,39.17,6434.448,7059.426,52.931,57.958,118.686,447.047,0.189807,1044.623,26.853,25.83,0,descent
537,5,280.0,15855.0,0.18969,-58.0,21.459,4499.1,13.40465,542.684,12.8612,37.808,6315.514,6979.541,12.755,54.78,103.042,441.974,0.205078,1058.902,32.639,27.192,0,descent
538,5,285.0,15662.2,0.19404,-58.0,24.54,4205.5,12.95341,349.361,18.1485,38.661,5704.616,6340.381,25.396,48.508,113.195,433.865,0.191771,1037.622,25.203,26.339,0,descent
539,5,290.0,15614.8,0.19513,-58.0,24.293,4271.3,13.88611,269.074,25.5545,37.922,6211.06,6876.06,50.341,50.364,112.68,461.773,0.192744,1032.467,31.004,27.078,0,descent
540,5,295.0,15712.4,0.1929,-58.0,22.23,4597.9,13.34335,268.797,26.371,39.59,6424.658,7088.454,53.602,56.705,106.891,462.827,0.201488,1043.124,35.254,25.41,0,descent
541,5,300.0,15524.5,0.19721,-58.0,23.731,4444.5,12.95157,540.362,12.1974,37.865,6028.05,6590.996,11.467,52.312,111.716,388.593,0.195013,1022.724,17.78,27.135,0,descent
542,5,305.0,15691.3,0.19338,-58.0,25.279,4695.1,15.23148,350.033,24.037,36.622,7488.79,8413.749,44.516,59.123,119.854,609.299,0.188948,1040.811,57.126,28.378,0,descent
543,5,310.0,15576.1,0.19602,-58.0,23.963,4524.5,12.16765,350.061,18.4973,38.745,5765.087,6475.194,26.37,54.23,113.253,477.793,0.194067,1028.279,34.724,26.255,0,descent
544,5,315.0,15688.2,0.19345,-58.0,24.85,4367.2,12.86921,346.989,19.1759,38.797,5885.517,6653.845,28.339,50.954,115.612,510.288,0.190573,1040.47,39.247,26.203,0,descent
545,5,320.0,15459.2,0.19873,-58.0,23.706,3998.5,11.48086,347.78,15.5798,39.437,4807.25,5418.329,18.707,43.298,108.415,412.782,0.195115,1015.735,22.54,25.563,0,descent
546,5,325.0,15560.4,0.19638,-58.0,26.364,4502.6,11.88813,270.745,23.3231,37.705,5605.374,6314.614,41.911,53.053,122.687,488.025,0.185021,1026.586,32.295,27.295,0,descent
547,5,330.0,15440.4,0.19917,-58.0,23.938,4237.5,11.8584,544.423,10.9053,37.246,5262.117,5937.116,9.162,48.04,111.013,446.946,0.194171,1013.73,28.784,27.754,0,descent
548,5,335.0,15469.7,0.19849,-58.0,23.338,4101.2,12.32929,350.174,16.9938,38.178,5295.194,5950.79,22.245,45.523,107.649,439.515,0.196649,1016.849,28.43,26.822,0,descent
549,5,340.0,15285.2,0.20284,-58.0,25.252,4236.8,13.00177,351.126,18.5097,36.25,5768.592,6499.243,26.386,48.189,116.267,487.737,0.189048,997.378,34.206,28.75,0,descent
550,5,345.0,15436.3,0.19927,-58.0,25.948,3925.3,13.45239,345.804,18.1792,36.603,5529.624,6286.442,25.45,42.983,116.889,499.645,0.186496,1013.298,35.182,28.397,0,descent
551,5,350.0,15316.8,0.20209,-58.0,25.032,4193.0,11.9195,541.285,11.2533,38.327,5233.685,6091.257,9.752,47.116,115.072,549.038,0.189879,1000.688,46.251,26.673,0,descent
552,5,355.0,15278.2,0.20301,-58.0,22.685,4514.9,13.62509,266.055,27.0542,38.608,6441.96,7197.924,56.371,54.705,108.068,514.395,0.199458,996.649,44.6,26.392,0,descent
553,5,360.0,15295.3,0.2026,-58.0,26.287,4383.9,13.75126,272.232,25.7147,37.496,6312.981,7000.385,50.934,51.931,121.484,479.029,0.18529,998.431,30.759,27.504,0,descent
554,5,365.0,15282.3,0.20291,-58.0,26.455,4429.4,14.26026,541.675,13.405,38.6,6614.61,7261.135,13.839,53.448,122.497,440.992,0.184701,997.083,23.452,26.4,0,descent
