sample_id,profile_id,voltage_kv,frequency_hz,phase_mean_deg,phase_std_deg,pulse_count,mean_charge_pc,max_charge_pc,charge_iqr_pc,repetition_rate_hz,positive_negative_ratio,waveform_rise_ns,waveform_width_ns,prpd_entropy,defect_class,defect_code,has_partial_discharge,risk_score,high_risk,phase_cluster_low_deg,phase_cluster_high_deg,noise_floor_pc
502,2,15.414,50.0,220.288,34.009,45,137.519,249.685,32.859,22.819,1.1306,38.422,182.29,0.77235,internal,3,1,1.0,1,186.28,254.297,4.408
503,3,10.594,50.0,115.451,48.681,19,67.504,102.072,28.958,10.222,1.0576,42.205,129.661,0.5624,surface,2,1,0.68235,1,66.77,164.132,0.614
504,3,17.235,50.0,187.082,80.768,12,4.912,10.02,1.706,4.352,1.1921,19.611,82.713,0.30411,no_pd,0,0,0.00981,0,106.313,267.85,2.024
505,6,10.417,50.0,91.305,24.375,18,0.5,0.936,0.252,9.321,1.8486,33.729,134.431,0.57915,corona,1,1,0.27317,0,66.93,115.68,3.083
506,3,23.836,60.0,87.313,23.562,26,14.689,21.831,4.637,17.707,1.8925,39.459,131.146,0.32025,corona,1,1,0.34209,0,63.752,110.875,0.542
507,8,12.702,50.0,155.384,53.21,29,133.537,267.454,34.091,13.492,1.4328,50.148,163.029,0.51495,surface,2,1,0.91703,1,102.174,208.593,4.137
508,3,8.821,50.0,96.14,24.449,20,8.748,15.748,4.048,8.688,1.6014,30.777,155.325,0.40213,corona,1,1,0.34957,0,71.691,120.589,1.034
509,4,20.624,60.0,137.883,46.653,31,0.5,1.213,0.183,19.791,1.3638,49.668,145.858,0.57818,surface,2,1,0.65375,1,91.229,184.536,4.274
510,3,21.516,60.0,156.075,45.091,33,2.131,4.987,0.718,19.67,0.9183,47.551,217.36,0.63997,surface,2,1,0.53645,0,110.984,201.166,0.543
511,7,6.455,50.0,234.43,36.143,36,92.745,157.786,44.329,17.797,1.0563,51.96,210.771,0.72568,internal,3,1,1.0,1,198.287,270.573,0.831
512,1,17.821,50.0,172.589,56.498,42,85.627,182.666,34.94,22.059,1.4029,43.7,159.105,0.58575,surface,2,1,0.79505,1,116.091,229.087,4.146
513,5,6.185,50.0,63.923,21.701,40,82.518,134.821,35.842,17.506,1.4253,45.405,169.762,0.74809,internal,3,1,1.0,1,42.222,85.624,0.452
514,7,20.818,50.0,75.21,34.659,39,149.185,338.681,44.63,20.453,0.9651,48.568,191.953,0.74436,internal,3,1,1.0,1,40.551,109.868,0.667
515,2,21.27,50.0,128.029,54.674,20,83.353,119.677,43.227,7.608,1.0625,38.575,130.321,0.47929,surface,2,1,0.78167,1,73.355,182.703,3.721
516,2,17.221,50.0,276.893,34.446,54,211.073,448.511,61.786,25.728,1.0076,55.043,193.246,0.77834,internal,3,1,1.0,1,242.447,311.339,1.208
517,8,13.083,50.0,206.44,112.294,10,15.305,39.203,5.422,4.459,0.8514,32.26,110.621,0.20286,no_pd,0,0,0.08331,0,94.145,318.734,2.751
518,8,15.907,50.0,247.933,101.068,15,3.365,5.602,1.845,9.962,0.9008,22.428,127.874,0.25775,no_pd,0,0,0.0,0,146.865,349.001,0.521
519,7,18.425,50.0,157.685,95.347,7,7.019,16.058,2.189,2.845,0.5736,18.785,125.244,0.23828,no_pd,0,0,0.07655,0,62.338,253.031,4.114
520,5,16.318,50.0,165.015,85.962,9,0.5,1.095,0.248,3.721,1.1758,23.497,124.698,0.23644,no_pd,0,0,0.0,0,79.054,250.977,0.899
521,8,8.929,50.0,169.133,46.401,31,86.296,158.091,17.191,15.644,1.1951,41.418,162.111,0.66723,surface,2,1,0.76539,1,122.732,215.534,3.893
522,4,13.634,50.0,149.379,58.341,32,23.84,36.523,5.719,16.231,1.5564,34.398,201.31,0.62459,surface,2,1,0.6253,1,91.037,207.72,1.811
523,4,15.384,50.0,193.208,78.629,11,11.472,16.744,2.971,6.023,0.8282,32.409,100.131,0.22932,no_pd,0,0,0.14694,0,114.579,271.837,0.425
524,7,23.713,60.0,149.413,56.328,34,26.622,52.648,6.463,21.08,1.698,35.559,132.565,0.61147,surface,2,1,0.64964,1,93.085,205.742,0.72
525,1,8.931,60.0,68.898,29.854,40,243.066,476.258,76.144,23.681,1.4746,42.762,239.989,0.83535,internal,3,1,1.0,1,39.044,98.752,2.052
526,3,11.493,60.0,133.796,47.269,31,119.096,273.788,22.174,19.691,1.3113,45.34,168.118,0.6399,surface,2,1,0.81943,1,86.527,181.065,2.043
527,8,13.26,50.0,80.013,25.375,25,55.156,101.705,22.294,13.853,2.0959,31.685,142.606,0.3884,corona,1,1,0.35707,0,54.639,105.388,3.156
528,7,16.188,50.0,106.052,22.94,23,0.5,1.24,0.159,11.072,1.8778,34.345,103.259,0.34107,corona,1,1,0.33309,0,83.113,128.992,2.367
529,8,20.912,50.0,89.46,23.282,18,69.186,173.522,35.206,10.159,1.4941,26.283,139.059,0.4745,corona,1,1,0.45276,0,66.179,112.742,2.393
530,4,11.931,60.0,131.737,65.062,37,25.359,64.145,11.665,22.337,0.9006,40.158,147.431,0.5948,surface,2,1,0.60564,0,66.675,196.798,3.833
531,7,16.388,50.0,201.615,76.194,20,13.55,18.108,4.672,9.624,0.4858,24.232,96.707,0.11896,no_pd,0,0,0.06932,0,125.422,277.809,1.986
532,7,12.027,50.0,77.597,28.752,42,157.982,266.777,63.587,21.929,1.0783,51.603,188.405,0.77655,internal,3,1,1.0,1,48.845,106.348,0.753
533,5,22.518,50.0,219.731,43.947,40,127.357,187.88,32.067,20.12,0.8966,46.699,216.234,0.82778,internal,3,1,1.0,1,175.783,263.678,3.195
534,2,8.028,50.0,228.016,37.034,32,98.069,208.677,43.851,16.996,1.1361,40.207,202.656,0.80011,internal,3,1,1.0,1,190.982,265.05,4.447
535,4,9.25,50.0,154.179,63.384,34,106.685,197.425,47.617,16.375,0.9591,36.876,159.882,0.67391,surface,2,1,0.86171,1,90.796,217.563,2.035
536,8,12.174,60.0,89.9,19.484,12,59.591,145.521,32.398,3.58,1.7194,20.848,85.889,0.4459,corona,1,1,0.43471,0,70.416,109.385,2.216
537,4,13.723,50.0,109.789,27.095,16,90.02,226.91,29.321,8.667,2.1085,33.292,109.904,0.43822,corona,1,1,0.4322,0,82.693,136.884,1.972
538,6,9.795,50.0,88.436,24.963,12,11.749,18.011,4.438,5.499,1.8725,27.462,111.931,0.35058,corona,1,1,0.30116,0,63.472,113.399,3.225
539,6,18.767,50.0,142.316,46.28,23,113.722,189.649,52.435,11.686,1.1728,46.677,162.387,0.5615,surface,2,1,0.91733,1,96.036,188.597,2.575
540,7,8.174,50.0,247.557,26.103,50,153.11,313.973,65.023,24.759,1.0737,55.014,236.546,0.82559,internal,3,1,1.0,1,221.454,273.66,3.97
541,8,23.03,50.0,275.627,34.744,43,140.465,260.247,47.295,21.601,1.0347,48.112,180.098,0.7414,internal,3,1,1.0,1,240.883,310.372,0.851
542,2,9.047,50.0,150.78,62.428,12,23.699,40.375,11.422,7.236,1.1323,16.019,37.702,0.33267,no_pd,0,0,0.09358,0,88.352,213.207,2.075
543,3,18.693,50.0,113.907,57.172,33,100.363,128.496,33.868,15.961,1.691,39.246,151.655,0.67504,surface,2,1,0.82432,1,56.734,171.079,1.905
544,5,11.739,60.0,106.549,25.548,26,62.97,138.854,25.15,15.805,1.9127,22.297,134.413,0.415,corona,1,1,0.48463,0,81.001,132.097,1.853
545,4,11.296,50.0,50.927,27.448,44,159.379,249.893,55.602,22.488,0.9038,49.144,198.62,0.72983,internal,3,1,1.0,1,23.479,78.375,3.898
546,6,16.899,60.0,179.507,81.092,8,8.558,16.921,4.695,5.096,1.01,21.81,86.921,0.24703,no_pd,0,0,0.02988,0,98.415,260.598,0.62
547,4,11.595,50.0,65.62,27.91,43,121.986,234.07,25.148,17.845,0.6999,45.81,187.607,0.71356,internal,3,1,1.0,1,37.71,93.531,3.932
548,4,23.327,50.0,55.13,29.857,28,89.737,113.773,45.85,14.212,0.8486,54.009,212.953,0.82528,internal,3,1,1.0,1,25.273,84.987,3.711
549,1,9.145,50.0,85.83,21.504,20,65.998,152.101,32.037,8.338,1.9477,27.678,87.178,0.48625,corona,1,1,0.43419,0,64.327,107.334,4.069
550,2,6.157,50.0,229.811,45.089,46,69.973,134.236,23.52,21.817,0.8662,54.147,165.659,0.61262,internal,3,1,0.98155,1,184.722,274.9,4.163
551,3,13.602,50.0,52.753,36.844,50,116.947,219.692,37.351,24.796,0.8,50.72,180.779,0.82012,internal,3,1,1.0,1,15.909,89.597,2.851
552,8,15.599,50.0,251.379,33.047,38,119.952,198.195,48.368,18.687,0.8575,57.038,200.289,0.73155,internal,3,1,1.0,1,218.332,284.426,3.864
553,4,21.811,60.0,238.753,32.214,33,85.713,219.611,17.419,18.753,1.2302,47.767,168.648,0.75167,internal,3,1,0.97145,1,206.538,270.967,3.566
554,6,18.737,50.0,211.991,83.425,9,0.5,1.275,0.144,4.915,0.4135,24.3,104.678,0.25284,no_pd,0,0,0.0787,0,128.566,295.416,4.347
555,1,21.502,50.0,61.434,26.304,50,165.859,371.1,77.849,24.331,0.7623,54.972,187.751,0.7661,internal,3,1,1.0,1,35.13,87.739,0.422
556,8,6.238,50.0,201.219,45.458,12,5.688,10.75,2.401,5.462,1.1116,25.258,89.554,0.14554,no_pd,0,0,0.02647,0,155.761,246.676,1.867
557,1,19.157,50.0,178.705,94.97,12,10.448,24.082,4.766,6.898,1.0926,23.668,97.746,0.3129,no_pd,0,0,0.05008,0,83.735,273.675,0.625
558,5,15.297,60.0,100.197,67.142,39,136.222,312.485,42.25,24.197,1.1601,45.52,167.2,0.57809,surface,2,1,0.96575,1,33.055,167.339,1.591
559,5,9.51,50.0,61.13,29.969,42,159.601,259.093,33.83,21.811,0.8311,57.682,168.963,0.88003,internal,3,1,1.0,1,31.161,91.099,1.818
560,5,15.941,50.0,92.306,26.994,15,40.08,87.52,21.963,7.592,1.5482,26.26,109.205,0.47916,corona,1,1,0.37735,0,65.312,119.299,3.521
561,4,20.007,50.0,233.374,28.597,31,188.636,306.417,72.044,16.067,0.9082,40.354,159.604,0.80063,internal,3,1,1.0,1,204.777,261.971,0.644
562,1,13.796,50.0,159.336,87.16,5,9.353,16.979,4.709,1.204,1.2807,23.186,101.147,0.23425,no_pd,0,0,0.07912,0,72.176,246.496,0.634
563,2,15.422,60.0,132.524,54.461,32,120.431,262.704,46.202,19.675,1.4706,39.88,153.857,0.63887,surface,2,1,0.84589,1,78.063,186.985,1.899
564,1,11.741,50.0,176.539,92.748,11,14.595,25.906,4.906,6.519,1.1762,24.895,118.209,0.26429,no_pd,0,0,0.09238,0,83.791,269.287,1.281
565,4,21.66,50.0,58.091,34.52,35,166.874,354.977,42.627,16.239,0.6043,41.507,205.934,0.68226,internal,3,1,1.0,1,23.571,92.61,1.36
566,6,21.467,50.0,51.935,29.689,34,82.571,131.965,45.189,16.205,0.6834,48.559,180.678,0.72133,internal,3,1,0.99484,1,22.245,81.624,4.198
567,8,7.262,50.0,141.888,54.527,44,103.83,220.284,56.279,20.153,1.1712,32.069,160.905,0.39313,surface,2,1,0.90758,1,87.361,196.415,0.807
568,1,17.943,50.0,95.256,20.066,22,54.654,115.302,24.519,10.89,1.6945,36.566,118.481,0.44981,corona,1,1,0.42354,0,75.19,115.322,1.049
569,1,9.122,50.0,252.319,27.822,46,118.369,152.179,54.542,21.367,0.8716,42.048,177.911,0.77493,internal,3,1,1.0,1,224.497,280.141,3.093
570,4,19.989,50.0,195.325,85.163,13,10.499,18.04,3.422,6.291,0.9458,19.026,81.753,0.22756,no_pd,0,0,0.04822,0,110.162,280.488,0.966
571,2,23.027,50.0,134.729,58.475,26,1.288,2.803,0.491,12.147,0.9533,32.064,148.123,0.58899,surface,2,1,0.50495,0,76.254,193.204,4.353
572,6,6.864,50.0,180.838,86.113,7,12.71,28.79,6.085,4.36,0.7016,13.025,96.568,0.21075,no_pd,0,0,0.11567,0,94.726,266.951,1.104
573,4,14.377,60.0,250.21,42.181,26,166.271,295.335,47.283,15.288,1.2371,53.348,183.784,0.75518,internal,3,1,1.0,1,208.03,292.391,3.332
574,1,13.237,50.0,144.781,81.403,15,14.215,28.813,7.515,7.223,1.5631,23.556,101.437,0.27287,no_pd,0,0,0.1003,0,63.378,226.183,2.759
575,6,19.16,50.0,31.024,32.82,46,194.44,271.708,84.36,24.464,0.5842,49.264,201.379,0.71212,internal,3,1,1.0,1,358.204,63.843,2.7
576,3,16.069,50.0,92.821,19.346,15,0.5,0.951,0.247,7.281,1.3266,32.92,111.054,0.4383,corona,1,1,0.27367,0,73.475,112.166,0.676
577,3,9.327,60.0,63.569,37.562,37,214.383,373.119,98.249,21.506,0.7068,53.625,153.61,0.75957,internal,3,1,1.0,1,26.007,101.131,2.257
578,8,10.106,50.0,90.173,17.346,20,5.509,14.18,2.9,10.45,1.8353,30.17,139.473,0.40711,corona,1,1,0.34716,0,72.827,107.518,1.826
579,2,19.291,50.0,190.746,96.676,18,16.896,37.203,5.675,9.554,0.5401,19.822,88.666,0.1802,no_pd,0,0,0.12685,0,94.07,287.422,2.388
580,3,8.87,50.0,152.724,47.729,31,55.005,76.258,20.564,16.663,1.3873,46.955,156.612,0.58434,surface,2,1,0.69741,1,104.996,200.453,3.233
581,4,13.591,50.0,190.551,97.098,15,15.91,33.859,7.638,6.794,0.916,18.515,98.148,0.30338,no_pd,0,0,0.10702,0,93.454,287.649,1.161
582,2,6.325,50.0,217.933,26.182,44,209.785,493.469,41.366,22.266,0.8051,50.446,174.568,0.72712,internal,3,1,1.0,1,191.751,244.116,1.02
583,5,22.998,60.0,163.029,115.0,13,7.971,17.999,3.507,7.273,0.8564,21.751,60.521,0.21718,no_pd,0,0,0.05194,0,48.029,278.029,4.39
584,8,22.547,60.0,191.666,113.29,8,6.261,9.36,2.684,3.53,0.9554,20.823,92.628,0.22273,no_pd,0,0,0.07985,0,78.376,304.957,3.468
585,3,11.812,50.0,241.217,33.445,37,185.79,319.99,34.709,18.308,0.9509,53.335,215.638,0.69273,internal,3,1,1.0,1,207.771,274.662,1.182
586,3,11.988,50.0,124.332,30.258,32,151.486,231.132,60.349,14.674,1.2584,45.285,139.302,0.62537,surface,2,1,0.93028,1,94.073,154.59,2.376
587,2,10.636,50.0,81.991,19.733,15,60.097,112.315,25.07,7.725,1.2824,31.365,95.311,0.31702,corona,1,1,0.45463,0,62.258,101.724,4.381
588,2,20.437,50.0,137.805,61.453,27,116.029,246.666,51.322,11.61,1.0279,38.696,159.197,0.61484,surface,2,1,0.84697,1,76.352,199.258,3.057
589,5,15.866,50.0,96.487,28.151,24,28.445,55.623,8.932,11.769,2.1111,26.483,112.108,0.35925,corona,1,1,0.36618,0,68.336,124.638,4.238
590,3,6.693,50.0,233.937,103.735,10,18.087,22.671,3.641,4.867,1.194,22.395,83.299,0.33779,no_pd,0,0,0.04878,0,130.202,337.672,3.778
591,6,13.055,50.0,143.997,53.082,43,163.867,256.868,74.373,21.163,1.1843,46.96,145.244,0.52458,surface,2,1,0.97668,1,90.915,197.078,2.229
592,5,17.147,60.0,72.691,30.986,39,55.185,81.732,22.232,23.545,0.7464,45.875,171.777,0.76671,internal,3,1,0.93237,1,41.705,103.678,3.309
593,1,19.938,50.0,130.2,71.362,21,101.962,224.815,55.483,10.692,0.8805,40.99,149.284,0.54695,surface,2,1,0.71571,1,58.839,201.562,1.848
594,5,21.725,50.0,137.583,64.07,13,6.027,12.574,2.006,6.917,1.2067,21.683,94.765,0.24585,no_pd,0,0,0.12299,0,73.512,201.653,2.841
595,8,21.902,50.0,254.585,21.664,30,165.737,413.948,34.112,15.766,1.0222,41.57,159.389,0.77262,internal,3,1,1.0,1,232.921,276.249,3.659
596,3,23.901,60.0,95.246,25.888,34,36.014,61.75,6.54,19.582,1.6448,42.055,138.362,0.47591,corona,1,1,0.46621,0,69.358,121.134,1.817
597,5,14.946,60.0,244.335,23.836,47,168.91,387.738,60.863,28.301,0.9039,44.983,200.733,0.68352,internal,3,1,1.0,1,220.499,268.171,2.292
598,3,12.798,50.0,91.149,19.741,20,41.928,105.236,14.162,10.322,1.9068,30.37,151.459,0.55416,corona,1,1,0.39241,0,71.407,110.89,2.595
599,1,20.7,50.0,126.857,75.783,18,8.495,18.921,3.183,8.592,1.1188,23.593,80.242,0.33141,no_pd,0,0,0.12854,0,51.074,202.64,1.202
600,7,22.41,50.0,239.365,32.797,49,235.469,484.209,69.315,25.936,0.464,46.278,189.324,0.66733,internal,3,1,1.0,1,206.569,272.162,3.021
601,1,22.374,50.0,130.068,51.053,20,87.402,112.437,20.427,9.61,0.9828,46.846,131.106,0.72113,surface,2,1,0.7188,1,79.015,181.121,2.453
602,5,9.194,50.0,62.223,36.713,40,171.758,231.998,66.213,19.941,0.9115,45.764,168.118,0.81685,internal,3,1,1.0,1,25.51,98.936,1.356
603,2,11.066,50.0,90.005,26.226,17,58.888,103.125,12.774,9.446,1.8849,39.142,108.861,0.52751,corona,1,1,0.47353,0,63.779,116.232,3.855
604,8,7.398,50.0,243.392,31.613,51,119.771,261.103,63.768,22.318,0.8625,57.908,195.878,0.71261,internal,3,1,1.0,1,211.778,275.005,1.524
605,7,12.443,50.0,264.254,107.051,13,12.101,15.415,6.188,7.932,0.5619,19.708,85.013,0.24429,no_pd,0,0,0.08986,0,157.203,11.305,3.365
606,2,14.027,60.0,136.916,64.541,40,14.15,32.987,7.064,23.456,0.9528,46.247,185.55,0.66684,surface,2,1,0.67096,1,72.375,201.457,2.156
607,1,19.772,50.0,58.674,32.064,52,2.087,2.979,0.52,25.99,0.686,58.847,162.41,0.73158,internal,3,1,0.92196,1,26.61,90.739,2.758
608,7,7.793,60.0,119.372,58.769,44,112.01,284.139,23.958,25.578,0.9644,31.811,135.306,0.57197,surface,2,1,0.87278,1,60.602,178.141,2.088
609,1,8.665,50.0,202.503,80.928,12,5.606,9.105,1.848,6.851,0.9063,22.59,89.088,0.26797,no_pd,0,0,0.04303,0,121.575,283.431,1.05
610,3,20.09,50.0,183.583,97.664,8,2.76,4.384,1.511,4.582,1.1439,15.208,119.492,0.22582,no_pd,0,0,0.01175,0,85.919,281.247,0.792
611,7,21.879,50.0,134.629,40.92,27,87.139,150.339,19.18,14.751,1.6985,41.993,157.948,0.58275,surface,2,1,0.83581,1,93.709,175.549,0.923
612,6,14.227,50.0,105.439,48.574,28,16.773,29.841,6.194,16.107,1.0731,42.705,162.366,0.56136,surface,2,1,0.57666,0,56.864,154.013,3.226
613,5,23.18,50.0,125.441,53.112,30,186.694,373.849,58.892,16.519,1.2984,41.164,170.664,0.51277,surface,2,1,0.98224,1,72.329,178.553,1.633
614,6,11.106,50.0,178.152,100.567,10,5.119,10.128,1.237,6.918,0.7533,17.9,79.04,0.33689,no_pd,0,0,0.00458,0,77.585,278.719,2.781
615,3,23.355,50.0,48.5,31.046,57,48.959,75.557,8.823,29.797,1.1774,44.332,196.651,0.8327,internal,3,1,1.0,1,17.454,79.545,3.792
616,2,7.533,50.0,114.155,78.474,14,6.739,11.751,3.619,6.797,0.8015,28.324,89.473,0.33996,no_pd,0,0,0.14357,0,35.681,192.629,1.276
617,8,11.383,60.0,129.45,47.652,37,9.334,21.803,2.901,21.441,1.1636,39.985,159.855,0.62015,surface,2,1,0.58943,0,81.798,177.102,3.708
618,5,23.543,50.0,169.989,60.961,18,82.226,120.136,29.893,10.88,1.3148,51.452,187.826,0.54896,surface,2,1,0.67189,1,109.028,230.949,4.195
619,7,14.883,50.0,157.309,53.004,38,168.414,297.573,69.196,18.845,1.3442,34.047,151.193,0.65519,surface,2,1,0.9691,1,104.305,210.312,3.186
620,4,22.737,60.0,91.965,21.045,15,48.066,120.219,25.988,8.244,1.9911,30.918,142.922,0.42082,corona,1,1,0.43766,0,70.919,113.01,1.945
621,1,22.91,50.0,73.064,29.755,52,194.475,262.555,41.278,27.408,1.051,47.663,195.741,0.74795,internal,3,1,1.0,1,43.31,102.819,2.571
622,6,23.821,50.0,145.788,56.28,39,37.386,94.313,11.798,19.048,1.1194,42.635,121.56,0.47408,surface,2,1,0.6284,1,89.508,202.069,4.017
623,3,6.791,60.0,141.399,53.022,34,108.952,253.701,47.41,18.907,1.0795,45.506,151.16,0.51161,surface,2,1,0.94429,1,88.377,194.422,3.515
624,3,20.665,50.0,91.934,26.349,21,70.856,139.054,35.757,9.167,1.9393,33.114,109.912,0.49308,corona,1,1,0.50222,0,65.585,118.283,2.13
625,5,15.122,50.0,246.153,33.948,40,45.31,66.102,14.604,19.001,1.1756,41.045,169.907,0.70768,internal,3,1,0.92913,1,212.205,280.102,2.764
626,4,15.054,50.0,103.135,21.77,17,0.5,1.205,0.225,9.837,1.6624,28.113,123.186,0.52497,corona,1,1,0.23106,0,81.365,124.905,0.757
627,5,16.36,50.0,64.591,32.456,43,182.319,304.064,50.558,21.729,0.7917,50.689,182.535,0.71761,internal,3,1,1.0,1,32.135,97.047,0.426
628,4,18.031,50.0,62.001,40.058,31,164.677,355.774,37.244,15.319,0.8917,48.578,170.431,0.72229,internal,3,1,1.0,1,21.943,102.059,3.362
629,2,23.775,50.0,99.142,22.964,21,49.269,68.107,16.088,8.859,1.675,34.28,99.768,0.38838,corona,1,1,0.3594,0,76.178,122.105,3.707
630,6,13.172,50.0,220.782,106.715,13,6.077,15.513,2.682,7.292,1.0495,29.005,69.069,0.20314,no_pd,0,0,0.06304,0,114.067,327.497,3.771
631,6,18.36,50.0,145.289,47.902,23,42.882,103.126,18.933,11.094,1.4689,35.07,169.118,0.6324,surface,2,1,0.68124,1,97.387,193.191,3.469
632,7,14.345,50.0,147.289,50.617,22,74.527,131.967,14.17,11.636,1.0182,44.782,155.785,0.51851,surface,2,1,0.72527,1,96.673,197.906,1.858
633,4,21.761,50.0,142.961,49.453,29,0.5,0.652,0.2,14.048,0.913,47.37,168.389,0.64101,surface,2,1,0.55524,0,93.508,192.413,3.013
634,8,17.465,50.0,191.223,78.304,16,6.264,15.149,1.914,9.035,0.9587,24.369,74.835,0.2562,no_pd,0,0,0.09443,0,112.918,269.527,3.247
635,4,8.217,50.0,216.698,31.049,47,117.187,181.83,32.188,24.146,0.9394,47.321,175.051,0.65798,internal,3,1,1.0,1,185.649,247.747,2.176
636,4,16.267,50.0,136.17,47.686,37,142.59,316.743,68.013,16.833,1.2707,42.231,162.607,0.59103,surface,2,1,0.96833,1,88.485,183.856,2.475
637,1,12.506,50.0,98.678,22.609,17,35.273,71.075,16.411,10.11,1.8934,29.38,110.648,0.35539,corona,1,1,0.38662,0,76.069,121.286,2.048
638,4,6.668,50.0,95.143,20.279,21,63.142,140.289,16.131,10.712,2.1216,24.952,95.977,0.4048,corona,1,1,0.43459,0,74.864,115.422,1.015
639,2,9.728,50.0,135.173,56.637,33,0.5,0.786,0.122,17.443,1.0381,41.768,146.092,0.51915,surface,2,1,0.57013,0,78.536,191.81,1.647
640,3,22.497,50.0,225.756,38.734,44,134.826,343.967,45.568,22.103,1.1539,47.474,230.02,0.78613,internal,3,1,1.0,1,187.022,264.49,1.361
